instance,n,Q,horizon,solver,cost,templates,solve_seconds,wall_seconds
Instances/Instances 1/d198_04.gt,197,100.0,86400.0,PTVRP_LAYERED,90414.0,49,0.000106900,0.007481
Instances/Instances 1/d198_05.gt,197,100.0,86400.0,PTVRP_LAYERED,92596.0,51,0.000108400,0.006838
Instances/Instances 1/d198_06.gt,197,100.0,86400.0,PTVRP_LAYERED,87760.0,49,0.000102000,0.006959
Instances/Instances 1/d198_07.gt,197,100.0,86400.0,PTVRP_LAYERED,88168.0,45,0.000102500,0.008195
Instances/Instances 1/d198_08.gt,197,100.0,86400.0,PTVRP_LAYERED,91763.0,48,0.000114300,0.007468
Instances/Instances 1/d198_09.gt,197,100.0,86400.0,PTVRP_LAYERED,89474.0,48,0.000105900,0.006648
Instances/Instances 1/d198_10.gt,197,100.0,86400.0,PTVRP_LAYERED,92588.0,50,0.000107500,0.00704
Instances/Instances 1/d2103_01.gt,2102,100.0,86400.0,PTVRP_LAYERED,1406040.0,385,0.001454000,0.009828
Instances/Instances 1/d2103_02.gt,2102,100.0,86400.0,PTVRP_LAYERED,1386768.0,409,0.001479399,0.009719
Instances/Instances 1/d2103_03.gt,2102,100.0,86400.0,PTVRP_LAYERED,1414941.0,401,0.001449800,0.009107
Instances/Instances 1/d2103_04.gt,2102,100.0,86400.0,PTVRP_LAYERED,1380591.0,394,0.001468500,0.009231
Instances/Instances 1/d2103_05.gt,2102,100.0,86400.0,PTVRP_LAYERED,1383278.0,391,0.001459599,0.011309
Instances/Instances 1/d2103_06.gt,2102,100.0,86400.0,PTVRP_LAYERED,1380479.0,419,0.001523400,0.011532
Instances/Instances 1/d2103_07.gt,2102,100.0,86400.0,PTVRP_LAYERED,1400531.0,394,0.001452800,0.010474
Instances/Instances 1/d2103_08.gt,2102,100.0,86400.0,PTVRP_LAYERED,1404670.0,403,0.001448000,0.010095
Instances/Instances 1/d2103_09.gt,2102,100.0,86400.0,PTVRP_LAYERED,1377844.0,373,0.001447300,0.009171
Instances/Instances 1/d2103_10.gt,2102,100.0,86400.0,PTVRP_LAYERED,1392606.0,397,0.001481400,0.009229
Instances/Instances 1/d493_01.gt,492,100.0,86400.0,PTVRP_LAYERED,218874.0,121,0.000340400,0.007212
Instances/Instances 1/d493_02.gt,492,100.0,86400.0,PTVRP_LAYERED,208744.0,106,0.000333100,0.006314
Instances/Instances 1/d493_03.gt,492,100.0,86400.0,PTVRP_LAYERED,219972.0,117,0.000358100,0.006932
Instances/Instances 1/d493_04.gt,492,100.0,86400.0,PTVRP_LAYERED,215511.0,122,0.000332700,0.008567
Instances/Instances 1/d493_05.gt,492,100.0,86400.0,PTVRP_LAYERED,218509.0,124,0.000335600,0.006595
Instances/Instances 1/d493_06.gt,492,100.0,86400.0,PTVRP_LAYERED,221693.0,125,0.000336400,0.006859
Instances/Instances 1/d493_07.gt,492,100.0,86400.0,PTVRP_LAYERED,228900.0,123,0.000337400,0.006302
Instances/Instances 1/d493_08.gt,492,100.0,86400.0,PTVRP_LAYERED,206707.0,118,0.000328000,0.007049
Instances/Instances 1/d493_09.gt,492,100.0,86400.0,PTVRP_LAYERED,220231.0,118,0.000338000,0.006015
Instances/Instances 1/d493_10.gt,492,100.0,86400.0,PTVRP_LAYERED,214301.0,120,0.000334700,0.005939
Instances/Instances 1/d657_01.gt,656,100.0,86400.0,PTVRP_LAYERED,374201.0,152,0.000407400,0.006254
