instance,n,Q,horizon,solver,cost,templates,solve_seconds,solve_seconds_min,solve_seconds_spread,repeats,wall_seconds
Instances/Instances 1/d15112_09.gt,15111,50000.0,86400.0,PTVRP_LAYERED_CONT_FIX,1819674.0,24,0.001427600,0.001427600,0.0000,1,0.023159
Instances/Instances 1/d15112_10.gt,15111,100000.0,86400.0,PTVRP_LAYERED_CONT_FIX,1819674.0,24,0.001502000,0.001502000,0.0000,1,0.021318
Instances/Instances 1/d1655_01.gt,1654,100.0,86400.0,PTVRP_LAYERED_CONT_FIX,920931.0,323,0.001623400,0.001623400,0.0000,1,0.010171
Instances/Instances 1/d1655_02.gt,1654,200.0,86400.0,PTVRP_LAYERED_CONT_FIX,497810.0,213,0.001210400,0.001210400,0.0000,1,0.010009
Instances/Instances 1/d1655_03.gt,1654,500.0,86400.0,PTVRP_LAYERED_CONT_FIX,221226.0,87,0.000795400,0.000795400,0.0000,1,0.008605
Instances/Instances 1/d1655_04.gt,1654,1000.0,86400.0,PTVRP_LAYERED_CONT_FIX,139737.0,45,0.000557900,0.000557900,0.0000,1,0.00887
Instances/Instances 1/d1655_05.gt,1654,2000.0,86400.0,PTVRP_LAYERED_CONT_FIX,97963.0,24,0.000403300,0.000403300,0.0000,1,0.007997
Instances/Instances 1/d1655_06.gt,1654,5000.0,86400.0,PTVRP_LAYERED_CONT_FIX,74780.0,11,0.000259300,0.000259300,0.0000,1,0.006931
Instances/Instances 1/d1655_07.gt,1654,10000.0,86400.0,PTVRP_LAYERED_CONT_FIX,67599.0,5,0.000163200,0.000163200,0.0000,1,0.008076
Instances/Instances 1/d1655_08.gt,1654,20000.0,86400.0,PTVRP_LAYERED_CONT_FIX,66176.0,3,0.000116200,0.000116200,0.0000,1,0.006756
Instances/Instances 1/d1655_09.gt,1654,50000.0,86400.0,PTVRP_LAYERED_CONT_FIX,65597.0,1,0.000068000,0.000068000,0.0000,1,0.007359
Instances/Instances 1/d1655_10.gt,1654,100000.0,86400.0,PTVRP_LAYERED_CONT_FIX,65597.0,1,0.000068400,0.000068400,0.0000,1,0.008001
Instances/Instances 1/d18512_01.gt,18511,100.0,86400.0,PTVRP_LAYERED_CONT_FIX,24130075.0,2865,0.016898900,0.016898900,0.0000,1,0.037044
Instances/Instances 1/d18512_02.gt,18511,200.0,86400.0,PTVRP_LAYERED_CONT_FIX,12188367.0,1995,0.013780500,0.013780500,0.0000,1,0.037755
Instances/Instances 1/d18512_03.gt,18511,500.0,86400.0,PTVRP_LAYERED_CONT_FIX,5222711.0,960,0.009792000,0.009792000,0.0000,1,0.033644
Instances/Instances 1/d18512_04.gt,18511,1000.0,86400.0,PTVRP_LAYERED_CONT_FIX,2876916.0,483,0.007310200,0.007310200,0.0000,1,0.032216
Instances/Instances 1/d18512_05.gt,18511,2000.0,86400.0,PTVRP_LAYERED_CONT_FIX,1743333.0,242,0.005610300,0.005610300,0.0000,1,0.028835
Instances/Instances 1/d18512_06.gt,18511,5000.0,86400.0,PTVRP_LAYERED_CONT_FIX,1070282.0,99,0.003728201,0.003728201,0.0000,1,0.026667
Instances/Instances 1/d18512_07.gt,18511,10000.0,86400.0,PTVRP_LAYERED_CONT_FIX,848838.0,51,0.002786800,0.002786800,0.0000,1,0.022472
Instances/Instances 1/d18512_08.gt,18511,20000.0,86400.0,PTVRP_LAYERED_CONT_FIX,741916.0,26,0.002382200,0.002382200,0.0000,1,0.02332
Instances/Instances 1/d18512_09.gt,18511,50000.0,86400.0,PTVRP_LAYERED_CONT_FIX,677542.0,11,0.001354900,0.001354900,0.0000,1,0.019507
Instances/Instances 1/d18512_10.gt,18511,100000.0,86400.0,PTVRP_LAYERED_CONT_FIX,672457.0,9,0.001566400,0.001566400,0.0000,1,0.022044
Instances/Instances 1/d198_01.gt,197,100.0,86400.0,PTVRP_LAYERED_CONT_FIX,87758.0,48,0.000124700,0.000124700,0.0000,1,0.008005
Instances/Instances 1/d198_02.gt,197,200.0,86400.0,PTVRP_LAYERED_CONT_FIX,50344.0,28,0.000082400,0.000082400,0.0000,1,0.00592
Instances/Instances 1/d198_03.gt,197,500.0,86400.0,PTVRP_LAYERED_CONT_FIX,28510.0,12,0.000047200,0.000047200,0.0000,1,0.006712
Instances/Instances 1/d198_04.gt,197,1000.0,86400.0,PTVRP_LAYERED_CONT_FIX,20609.0,6,0.000028200,0.000028200,0.0000,1,0.006753
Instances/Instances 1/d198_05.gt,197,2000.0,86400.0,PTVRP_LAYERED_CONT_FIX,17770.0,3,0.000016700,0.000016700,0.0000,1,0.006044
Instances/Instances 1/d198_06.gt,197,5000.0,86400.0,PTVRP_LAYERED_CONT_FIX,17527.0,1,0.000008100,0.000008100,0.0000,1,0.005296
Instances/Instances 1/d198_07.gt,197,10000.0,86400.0,PTVRP_LAYERED_CONT_FIX,17527.0,1,0.000008800,0.000008800,0.0000,1,0.004987
Instances/Instances 1/d198_08.gt,197,20000.0,86400.0,PTVRP_LAYERED_CONT_FIX,17527.0,1,0.000008600,0.000008600,0.0000,1,0.005301
Instances/Instances 1/d198_09.gt,197,50000.0,86400.0,PTVRP_LAYERED_CONT_FIX,17527.0,1,0.000008500,0.000008500,0.0000,1,0.005583
Instances/Instances 1/d198_10.gt,197,100000.0,86400.0,PTVRP_LAYERED_CONT_FIX,17527.0,1,0.000008600,0.000008600,0.0000,1,0.005368
Instances/Instances 1/d2103_01.gt,2102,100.0,86400.0,PTVRP_LAYERED_CONT_FIX,1406040.0,385,0.001968600,0.001968600,0.0000,1,0.009016
Instances/Instances 1/d2103_02.gt,2102,200.0,86400.0,PTVRP_LAYERED_CONT_FIX,723617.0,262,0.001531700,0.001531700,0.0000,1,0.009219
Instances/Instances 1/d2103_03.gt,2102,500.0,86400.0,PTVRP_LAYERED_CONT_FIX,332914.0,114,0.000982100,0.000982100,0.0000,1,0.00885
Instances/Instances 1/d2103_04.gt,2102,1000.0,86400.0,PTVRP_LAYERED_CONT_FIX,199704.0,56,0.000715300,0.000715300,0.0000,1,0.008579
Instances/Instances 1/d2103_05.gt,2102,2000.0,86400.0,PTVRP_LAYERED_CONT_FIX,132584.0,31,0.000538100,0.000538100,0.0000,1,0.009485
Instances/Instances 1/d2103_06.gt,2102,5000.0,86400.0,PTVRP_LAYERED_CONT_FIX,100628.0,11,0.000330300,0.000330300,0.0000,1,0.009863
Instances/Instances 1/d2103_07.gt,2102,10000.0,86400.0,PTVRP_LAYERED_CONT_FIX,91251.0,6,0.000247500,0.000247500,0.0000,1,0.00841
Instances/Instances 1/d2103_08.gt,2102,20000.0,86400.0,PTVRP_LAYERED_CONT_FIX,86881.0,3,0.000182400,0.000182400,0.0000,1,0.007992
Instances/Instances 1/d2103_09.gt,2102,50000.0,86400.0,PTVRP_LAYERED_CONT_FIX,84458.0,2,0.000100200,0.000100200,0.0000,1,0.00697
Instances/Instances 1/d2103_10.gt,2102,100000.0,86400.0,PTVRP_LAYERED_CONT_FIX,84457.0,1,0.000096000,0.000096000,0.0000,1,0.007334
Instances/Instances 1/d493_01.gt,492,100.0,86400.0,PTVRP_LAYERED_CONT_FIX,218874.0,121,0.000399600,0.000399600,0.0000,1,0.006422
Instances/Instances 1/d493_02.gt,492,200.0,86400.0,PTVRP_LAYERED_CONT_FIX,117917.0,63,0.000277200,0.000277200,0.0000,1,0.006026
Instances/Instances 1/d493_03.gt,492,500.0,86400.0,PTVRP_LAYERED_CONT_FIX,66689.0,27,0.000169400,0.000169400,0.0000,1,0.007584
Instances/Instances 1/d493_04.gt,492,1000.0,86400.0,PTVRP_LAYERED_CONT_FIX,50395.0,14,0.000118500,0.000118500,0.0000,1,0.005501
