instance,n,Q,horizon,solver,cost,templates,max_m,seconds,K_full_tour,K_allocated,max_layer_used,layer_iterations,eff_K,revived_arcs,revived_starts,revived_improving,infeasible_skips,unsafe_pops,blocked_pops,unsorted_queries,arcs_scanned,arcs_unsound_stop,gap_vs_first
Instances/Instances 1/d1291_10.gt,1290,100.0,86400.0,PTVRP_LINEAR,1430277.0,20,21,0.0062,,,,,,,,,,,,,,,
Instances/Instances 1/d15112_01.gt,15111,100.0,86400.0,PTVRP_LINEAR,59384542.0,799,12,0.0159,,,,,,,,,,,,,,,
Instances/Instances 1/d15112_02.gt,15111,100.0,86400.0,PTVRP_LINEAR,59618478.0,804,16,0.0171,,,,,,,,,,,,,,,
Instances/Instances 1/d15112_03.gt,15111,100.0,86400.0,PTVRP_LINEAR,59188788.0,792,13,0.0159,,,,,,,,,,,,,,,
Instances/Instances 1/d15112_04.gt,15111,100.0,86400.0,PTVRP_LINEAR,59565113.0,800,12,0.0202,,,,,,,,,,,,,,,
Instances/Instances 1/d15112_05.gt,15111,100.0,86400.0,PTVRP_LINEAR,59163423.0,789,15,0.0163,,,,,,,,,,,,,,,
Instances/Instances 1/d15112_06.gt,15111,100.0,86400.0,PTVRP_LINEAR,59897532.0,799,14,0.0157,,,,,,,,,,,,,,,
Instances/Instances 1/d15112_07.gt,15111,100.0,86400.0,PTVRP_LINEAR,59506576.0,798,14,0.0167,,,,,,,,,,,,,,,
Instances/Instances 1/d15112_08.gt,15111,100.0,86400.0,PTVRP_LINEAR,59667692.0,799,14,0.016,,,,,,,,,,,,,,,
Instances/Instances 1/d15112_09.gt,15111,100.0,86400.0,PTVRP_LINEAR,59881333.0,806,13,0.017,,,,,,,,,,,,,,,
Instances/Instances 1/d15112_10.gt,15111,100.0,86400.0,PTVRP_LINEAR,59157019.0,791,13,0.0163,,,,,,,,,,,,,,,
Instances/Instances 1/d1655_01.gt,1654,100.0,86400.0,PTVRP_LINEAR,1731279.0,29,20,0.0061,,,,,,,,,,,,,,,
