instance,n,Q,horizon,solver,cost,templates,max_m,seconds,K_full_tour,K_allocated,max_layer_used,layer_iterations,eff_K,revived_arcs,revived_starts,revived_improving,infeasible_skips,unsafe_pops,blocked_pops,unsorted_queries,arcs_scanned,arcs_unsound_stop,gap_vs_first
Instances/Instances 1/ch71009_03.gt,71008,100.0,86400.0,PTVRP_CONT_FIX,314780250.0,10214,6,0.1017,,,,,,0,,0,,,,,2722995,1670555,
Instances/Instances 1/ch71009_04.gt,71008,100.0,86400.0,PTVRP_CONT_FIX,315639950.0,10125,7,0.1071,,,,,,1,,1,,,,,2719922,1667602,
Instances/Instances 1/ch71009_05.gt,71008,100.0,86400.0,PTVRP_CONT_FIX,314888615.0,10301,6,0.1029,,,,,,2,,1,,,,,2716433,1664351,
Instances/Instances 1/ch71009_06.gt,71008,100.0,86400.0,PTVRP_CONT_FIX,315300472.0,10275,7,0.101,,,,,,3,,2,,,,,2719882,1668635,
Instances/Instances 1/ch71009_07.gt,71008,100.0,86400.0,PTVRP_CONT_FIX,314970528.0,10305,6,0.1018,,,,,,1,,1,,,,,2721952,1669010,
Instances/Instances 1/ch71009_08.gt,71008,100.0,86400.0,PTVRP_CONT_FIX,315323807.0,10275,7,0.1004,,,,,,0,,0,,,,,2719493,1668048,
Instances/Instances 1/ch71009_09.gt,71008,100.0,86400.0,PTVRP_CONT_FIX,315388172.0,10267,6,0.1014,,,,,,0,,0,,,,,2720881,1667724,
Instances/Instances 1/ch71009_10.gt,71008,100.0,86400.0,PTVRP_CONT_FIX,314275319.0,10190,7,0.1011,,,,,,0,,0,,,,,2719577,1665587,
Instances/Instances 1/d1291_01.gt,1290,100.0,86400.0,PTVRP_CONT_FIX,768417.0,261,5,0.0071,,,,,,4,,4,,,,,102634,89673,
Instances/Instances 1/d1291_02.gt,1290,100.0,86400.0,PTVRP_CONT_FIX,700857.0,247,3,0.0072,,,,,,0,,0,,,,,107415,94531,
Instances/Instances 1/d1291_03.gt,1290,100.0,86400.0,PTVRP_CONT_FIX,734697.0,249,5,0.0074,,,,,,0,,0,,,,,105126,92045,
Instances/Instances 1/d1291_04.gt,1290,100.0,86400.0,PTVRP_CONT_FIX,719650.0,257,3,0.0068,,,,,,0,,0,,,,,105882,92908,
Instances/Instances 1/d1291_05.gt,1290,100.0,86400.0,PTVRP_CONT_FIX,730335.0,243,4,0.0067,,,,,,4,,4,,,,,106573,93565,
Instances/Instances 1/d1291_06.gt,1290,100.0,86400.0,PTVRP_CONT_FIX,728389.0,249,5,0.0084,,,,,,0,,0,,,,,105521,92623,
Instances/Instances 1/d1291_07.gt,1290,100.0,86400.0,PTVRP_CONT_FIX,723980.0,256,5,0.0069,,,,,,0,,0,,,,,105450,92462,
Instances/Instances 1/d1291_08.gt,1290,100.0,86400.0,PTVRP_CONT_FIX,719374.0,266,4,0.0072,,,,,,0,,0,,,,,105602,92599,
Instances/Instances 1/d1291_09.gt,1290,100.0,86400.0,PTVRP_CONT_FIX,729990.0,254,4,0.007,,,,,,0,,0,,,,,105477,92508,
Instances/Instances 1/d1291_10.gt,1290,100.0,86400.0,PTVRP_CONT_FIX,722309.0,257,4,0.0073,,,,,,0,,0,,,,,105923,93068,
Instances/Instances 1/d15112_01.gt,15111,100.0,86400.0,PTVRP_CONT_FIX,53788704.0,2388,5,0.0236,,,,,,0,,0,,,,,536913,366012,
Instances/Instances 1/d15112_02.gt,15111,100.0,86400.0,PTVRP_CONT_FIX,54066537.0,2465,5,0.0258,,,,,,0,,0,,,,,532766,362417,
Instances/Instances 1/d15112_03.gt,15111,100.0,86400.0,PTVRP_CONT_FIX,53486510.0,2389,5,0.0253,,,,,,0,,0,,,,,537435,366127,
Instances/Instances 1/d15112_04.gt,15111,100.0,86400.0,PTVRP_CONT_FIX,53894103.0,2382,5,0.0255,,,,,,0,,0,,,,,535631,363939,
Instances/Instances 1/d15112_05.gt,15111,100.0,86400.0,PTVRP_CONT_FIX,53460057.0,2426,5,0.0252,,,,,,0,,0,,,,,537927,366800,
Instances/Instances 1/d15112_06.gt,15111,100.0,86400.0,PTVRP_CONT_FIX,54161669.0,2467,5,0.0241,,,,,,0,,0,,,,,533306,362609,
Instances/Instances 1/d15112_07.gt,15111,100.0,86400.0,PTVRP_CONT_FIX,53932504.0,2431,6,0.0258,,,,,,0,,0,,,,,533567,363458,
Instances/Instances 1/d15112_08.gt,15111,100.0,86400.0,PTVRP_CONT_FIX,53980038.0,2398,5,0.0258,,,,,,0,,0,,,,,535228,364466,
Instances/Instances 1/d15112_09.gt,15111,100.0,86400.0,PTVRP_CONT_FIX,54274313.0,2419,6,0.0246,,,,,,0,,0,,,,,534123,363661,
Instances/Instances 1/d15112_10.gt,15111,100.0,86400.0,PTVRP_CONT_FIX,53524620.0,2463,5,0.0245,,,,,,0,,0,,,,,536690,365656,
Instances/Instances 1/d1655_01.gt,1654,100.0,86400.0,PTVRP_CONT_FIX,920931.0,323,4,0.0095,,,,,,0,,0,,,,,137542,120681,
Instances/Instances 1/d1655_02.gt,1654,100.0,86400.0,PTVRP_CONT_FIX,952252.0,335,3,0.0084,,,,,,0,,0,,,,,136379,119330,
Instances/Instances 1/d1655_03.gt,1654,100.0,86400.0,PTVRP_CONT_FIX,916468.0,329,4,0.0096,,,,,,0,,0,,,,,138371,121335,
Instances/Instances 1/d1655_04.gt,1654,100.0,86400.0,PTVRP_CONT_FIX,925568.0,300,4,0.0082,,,,,,0,,0,,,,,137701,120624,
Instances/Instances 1/d1655_05.gt,1654,100.0,86400.0,PTVRP_CONT_FIX,925252.0,320,5,0.0098,,,,,,0,,0,,,,,137406,120378,
Instances/Instances 1/d1655_06.gt,1654,100.0,86400.0,PTVRP_CONT_FIX,927721.0,345,4,0.0083,,,,,,0,,0,,,,,137273,120309,
Instances/Instances 1/d1655_07.gt,1654,100.0,86400.0,PTVRP_CONT_FIX,941813.0,318,4,0.0102,,,,,,0,,0,,,,,137229,120278,
Instances/Instances 1/d1655_08.gt,1654,100.0,86400.0,PTVRP_CONT_FIX,943382.0,326,4,0.0077,,,,,,0,,0,,,,,136508,119591,
Instances/Instances 1/d1655_09.gt,1654,100.0,86400.0,PTVRP_CONT_FIX,950915.0,328,4,0.0086,,,,,,0,,0,,,,,135659,118806,
Instances/Instances 1/d1655_10.gt,1654,100.0,86400.0,PTVRP_CONT_FIX,951356.0,324,4,0.0077,,,,,,0,,0,,,,,136390,119373,
Instances/Instances 1/d18512_01.gt,18511,100.0,86400.0,PTVRP_CONT_FIX,24130075.0,2865,6,0.0366,,,,,,1,,1,,,,,1320571,985663,
Instances/Instances 1/d18512_02.gt,18511,100.0,86400.0,PTVRP_CONT_FIX,23849978.0,2831,5,0.038,,,,,,1,,1,,,,,1328217,992508,
Instances/Instances 1/d18512_03.gt,18511,100.0,86400.0,PTVRP_CONT_FIX,24156640.0,2808,7,0.037,,,,,,0,,0,,,,,1321643,987212,
Instances/Instances 1/d18512_04.gt,18511,100.0,86400.0,PTVRP_CONT_FIX,24042189.0,2869,6,0.0382,,,,,,0,,0,,,,,1323639,988836,
Instances/Instances 1/d18512_05.gt,18511,100.0,86400.0,PTVRP_CONT_FIX,24062963.0,2846,6,0.0372,,,,,,0,,0,,,,,1322740,987461,
Instances/Instances 1/d18512_06.gt,18511,100.0,86400.0,PTVRP_CONT_FIX,24093922.0,2834,7,0.0364,,,,,,1,,1,,,,,1321304,987107,
Instances/Instances 1/d18512_07.gt,18511,100.0,86400.0,PTVRP_CONT_FIX,23909625.0,2781,7,0.0365,,,,,,0,,0,,,,,1326807,992070,
Instances/Instances 1/d18512_08.gt,18511,100.0,86400.0,PTVRP_CONT_FIX,24112175.0,2865,6,0.0368,,,,,,2,,2,,,,,1319444,985057,
Instances/Instances 1/d18512_09.gt,18511,100.0,86400.0,PTVRP_CONT_FIX,24267469.0,2864,6,0.0393,,,,,,2,,2,,,,,1315915,981774,
Instances/Instances 1/d18512_10.gt,18511,100.0,86400.0,PTVRP_CONT_FIX,24252644.0,2834,6,0.0376,,,,,,1,,1,,,,,1317840,984683,
Instances/Instances 1/d198_01.gt,197,100.0,86400.0,PTVRP_CONT_FIX,87758.0,48,2,0.0062,,,,,,0,,0,,,,,10451,9946,
Instances/Instances 1/d198_02.gt,197,100.0,86400.0,PTVRP_CONT_FIX,92888.0,49,3,0.005,,,,,,0,,0,,,,,10233,9641,
Instances/Instances 1/d198_03.gt,197,100.0,86400.0,PTVRP_CONT_FIX,91745.0,51,2,0.0048,,,,,,0,,0,,,,,10242,9669,
Instances/Instances 1/d198_04.gt,197,100.0,86400.0,PTVRP_CONT_FIX,90414.0,49,2,0.0049,,,,,,0,,0,,,,,10360,9807,
Instances/Instances 1/d198_05.gt,197,100.0,86400.0,PTVRP_CONT_FIX,92596.0,51,3,0.0066,,,,,,0,,0,,,,,10361,9800,
Instances/Instances 1/d198_06.gt,197,100.0,86400.0,PTVRP_CONT_FIX,87760.0,49,2,0.005,,,,,,0,,0,,,,,10423,9828,
Instances/Instances 1/d198_07.gt,197,100.0,86400.0,PTVRP_CONT_FIX,88168.0,45,3,0.0049,,,,,,0,,0,,,,,10444,9900,
Instances/Instances 1/d198_08.gt,197,100.0,86400.0,PTVRP_CONT_FIX,91763.0,48,3,0.0052,,,,,,0,,0,,,,,10293,9735,
Instances/Instances 1/d198_09.gt,197,100.0,86400.0,PTVRP_CONT_FIX,89474.0,48,4,0.0047,,,,,,0,,0,,,,,10704,10146,
Instances/Instances 1/d198_10.gt,197,100.0,86400.0,PTVRP_CONT_FIX,92588.0,50,2,0.005,,,,,,0,,0,,,,,10227,9649,
Instances/Instances 1/d2103_01.gt,2102,100.0,86400.0,PTVRP_CONT_FIX,1406040.0,385,4,0.0088,,,,,,0,,0,,,,,166850,143142,
Instances/Instances 1/d2103_02.gt,2102,100.0,86400.0,PTVRP_CONT_FIX,1386768.0,409,4,0.009,,,,,,0,,0,,,,,167995,144338,
Instances/Instances 1/d2103_03.gt,2102,100.0,86400.0,PTVRP_CONT_FIX,1414941.0,401,4,0.0087,,,,,,0,,0,,,,,166434,142697,
Instances/Instances 1/d2103_04.gt,2102,100.0,86400.0,PTVRP_CONT_FIX,1380591.0,392,4,0.0088,,,,,,0,,0,,,,,168362,144811,
