instance,n,Q,horizon,solver,cost,templates,max_m,seconds,K_full_tour,K_allocated,max_layer_used,layer_iterations,eff_K,revived_arcs,revived_starts,revived_improving,infeasible_skips,unsafe_pops,blocked_pops,unsorted_queries,arcs_scanned,arcs_unsound_stop,gap_vs_first
Instances/Instances 1/ch71009_01.gt,71008,100.0,86400.0,PTVRP_CONT,314697654.0,10228,6,20.6496,,,,,,0,,0,,,,,,,
Instances/Instances 1/ch71009_02.gt,71008,200.0,86400.0,PTVRP_CONT,157714607.0,6667,5,20.6009,,,,,,0,,0,,,,,,,
Instances/Instances 1/ch71009_03.gt,71008,500.0,86400.0,PTVRP_CONT,64684308.0,3536,3,20.4692,,,,,,1,,1,,,,,,,
Instances/Instances 1/ch71009_04.gt,71008,1000.0,86400.0,PTVRP_CONT,34256373.0,1837,2,20.508,,,,,,2,,2,,,,,,,
Instances/Instances 1/ch71009_05.gt,71008,2000.0,86400.0,PTVRP_CONT,19367843.0,923,1,20.8493,,,,,,3,,3,,,,,,,
Instances/Instances 1/ch71009_06.gt,71008,5000.0,86400.0,PTVRP_CONT,10872483.0,375,1,20.828,,,,,,2,,2,,,,,,,
Instances/Instances 1/ch71009_07.gt,71008,10000.0,86400.0,PTVRP_CONT,8261810.0,204,1,25.2461,,,,,,2,,2,,,,,,,
Instances/Instances 1/ch71009_08.gt,71008,20000.0,86400.0,PTVRP_CONT,7108473.0,120,1,20.8339,,,,,,2,,2,,,,,,,
Instances/Instances 1/ch71009_09.gt,71008,50000.0,86400.0,PTVRP_CONT,6671779.0,84,1,21.0568,,,,,,3,,3,,,,,,,
Instances/Instances 1/ch71009_10.gt,71008,100000.0,86400.0,PTVRP_CONT,6650715.0,82,1,20.9227,,,,,,5,,5,,,,,,,
Instances/Instances 1/d1291_01.gt,1290,100.0,86400.0,PTVRP_CONT,768417.0,261,5,0.012,,,,,,4,,4,,,,,,,
Instances/Instances 1/d1291_02.gt,1290,200.0,86400.0,PTVRP_CONT,367546.0,158,3,0.0112,,,,,,0,,0,,,,,,,
Instances/Instances 1/d1291_03.gt,1290,500.0,86400.0,PTVRP_CONT,178154.0,70,1,0.011,,,,,,9,,9,,,,,,,
Instances/Instances 1/d1291_04.gt,1290,1000.0,86400.0,PTVRP_CONT,110025.0,35,1,0.0109,,,,,,0,,0,,,,,,,
Instances/Instances 1/d1291_05.gt,1290,2000.0,86400.0,PTVRP_CONT,78610.0,18,1,0.0114,,,,,,0,,0,,,,,,,
Instances/Instances 1/d1291_06.gt,1290,5000.0,86400.0,PTVRP_CONT,61167.0,8,1,0.0118,,,,,,0,,0,,,,,,,
Instances/Instances 1/d1291_07.gt,1290,10000.0,86400.0,PTVRP_CONT,56230.0,5,1,0.0118,,,,,,0,,0,,,,,,,
Instances/Instances 1/d1291_08.gt,1290,20000.0,86400.0,PTVRP_CONT,53710.0,2,1,0.0118,,,,,,0,,0,,,,,,,
Instances/Instances 1/d1291_09.gt,1290,50000.0,86400.0,PTVRP_CONT,53688.0,1,1,0.0117,,,,,,0,,0,,,,,,,
