instance,n,Q,horizon,solver,cost,templates,max_m,seconds,K_full_tour,K_allocated,max_layer_used,layer_iterations,eff_K,revived_arcs,revived_starts,revived_improving,infeasible_skips,unsafe_pops,blocked_pops,unsorted_queries,gap_vs_first
Instances/Instances 2/kroA150_07.gt,149,20.0,86400.0,PTVRP_LAYERED_SAFE,590204.0,78,7,0.0023,200,26,7,3053,20.4899,,0,0,338,0,0,0,
Instances/Instances 2/kroA150_08.gt,149,20.0,86400.0,PTVRP_LAYERED_SAFE,561364.0,68,7,0.002,194,28,9,2999,20.1275,,0,0,332,0,0,0,
Instances/Instances 2/kroA150_09.gt,149,20.0,86400.0,PTVRP_LAYERED_SAFE,590437.0,74,7,0.002,202,25,7,3042,20.4161,,0,0,334,0,0,0,
Instances/Instances 2/kroA150_10.gt,149,20.0,86400.0,PTVRP_LAYERED_SAFE,530351.0,70,7,0.0019,179,24,7,2881,19.3356,,0,0,316,0,0,0,
Instances/Instances 2/kroA200_01.gt,199,20.0,86400.0,PTVRP_LAYERED_SAFE,741456.0,95,7,0.0025,257,28,8,4258,21.397,,0,0,521,0,0,0,
Instances/Instances 2/kroA200_02.gt,199,20.0,86400.0,PTVRP_LAYERED_SAFE,682026.0,91,6,0.0022,241,29,7,4147,20.8392,,0,0,512,0,0,0,
Instances/Instances 2/kroA200_03.gt,199,20.0,86400.0,PTVRP_LAYERED_SAFE,759333.0,92,7,0.0021,262,28,7,4272,21.4673,,0,0,510,0,0,0,
Instances/Instances 2/kroA200_04.gt,199,20.0,86400.0,PTVRP_LAYERED_SAFE,790719.0,94,9,0.0024,268,28,9,4285,21.5327,,0,0,492,0,0,0,
Instances/Instances 2/kroA200_05.gt,199,20.0,86400.0,PTVRP_LAYERED_SAFE,668520.0,90,7,0.0022,235,27,7,4087,20.5377,,0,0,496,0,0,0,
Instances/Instances 2/kroA200_06.gt,199,20.0,86400.0,PTVRP_LAYERED_SAFE,748516.0,92,7,0.0021,255,30,7,4153,20.8693,,0,0,484,0,0,0,
Instances/Instances 2/kroA200_07.gt,199,20.0,86400.0,PTVRP_LAYERED_SAFE,769244.0,93,9,0.0026,265,28,9,4301,21.6131,,0,0,528,0,0,0,
Instances/Instances 2/kroA200_08.gt,199,20.0,86400.0,PTVRP_LAYERED_SAFE,726706.0,87,8,0.0021,245,28,8,4168,20.9447,,0,0,501,0,0,0,
Instances/Instances 2/kroA200_09.gt,199,20.0,86400.0,PTVRP_LAYERED_SAFE,663457.0,94,7,0.0021,226,28,9,4004,20.1206,,0,0,481,0,0,0,
Instances/Instances 2/kroA200_10.gt,199,20.0,86400.0,PTVRP_LAYERED_SAFE,749818.0,90,8,0.0024,254,29,9,4190,21.0553,,0,0,514,0,0,0,
Instances/Instances 2/kroB100_01.gt,99,20.0,86400.0,PTVRP_LAYERED_SAFE,378993.0,61,6,0.002,132,25,6,1809,18.2727,,0,0,175,0,0,0,
Instances/Instances 2/kroB100_02.gt,99,20.0,86400.0,PTVRP_LAYERED_SAFE,361631.0,53,6,0.0021,125,26,6,1755,17.7273,,0,0,177,0,0,0,
Instances/Instances 2/kroB100_03.gt,99,20.0,86400.0,PTVRP_LAYERED_SAFE,330911.0,48,6,0.0021,116,24,6,1701,17.1818,,0,0,163,0,0,0,
Instances/Instances 2/kroB100_04.gt,99,20.0,86400.0,PTVRP_LAYERED_SAFE,359805.0,56,7,0.0021,123,24,7,1722,17.3939,,0,0,165,0,0,0,
Instances/Instances 2/kroB100_05.gt,99,20.0,86400.0,PTVRP_LAYERED_SAFE,407062.0,51,7,0.0021,134,25,7,1808,18.2626,,0,0,180,0,0,0,
Instances/Instances 2/kroB100_06.gt,99,20.0,86400.0,PTVRP_LAYERED_SAFE,383232.0,51,7,0.0022,128,23,7,1738,17.5556,,0,0,176,0,0,0,
Instances/Instances 2/kroB100_07.gt,99,20.0,86400.0,PTVRP_LAYERED_SAFE,419085.0,56,7,0.0021,143,26,7,1866,18.8485,,0,0,186,0,0,0,
Instances/Instances 2/kroB100_08.gt,99,20.0,86400.0,PTVRP_LAYERED_SAFE,366728.0,54,6,0.0021,123,24,7,1753,17.7071,,0,0,170,0,0,0,
Instances/Instances 2/kroB100_09.gt,99,20.0,86400.0,PTVRP_LAYERED_SAFE,334796.0,45,7,0.0019,113,22,7,1653,16.697,,0,0,172,0,0,0,
Instances/Instances 2/kroB100_10.gt,99,20.0,86400.0,PTVRP_LAYERED_SAFE,367537.0,56,6,0.0022,124,23,6,1744,17.6162,,0,0,186,0,0,0,
Instances/Instances 2/kroB150_01.gt,149,20.0,86400.0,PTVRP_LAYERED_SAFE,576374.0,79,8,0.0022,197,25,8,2977,19.9799,,0,0,321,0,0,0,
Instances/Instances 2/kroB150_02.gt,149,20.0,86400.0,PTVRP_LAYERED_SAFE,547594.0,66,8,0.0021,177,24,8,2828,18.9799,,0,0,317,0,0,0,
Instances/Instances 2/kroB150_03.gt,149,20.0,86400.0,PTVRP_LAYERED_SAFE,582023.0,74,9,0.0024,200,25,9,2967,19.9128,,0,0,325,0,0,0,
Instances/Instances 2/kroB150_04.gt,149,20.0,86400.0,PTVRP_LAYERED_SAFE,560316.0,64,8,0.0021,186,25,9,2890,19.396,,0,0,335,0,0,0,
Instances/Instances 2/kroB150_05.gt,149,20.0,86400.0,PTVRP_LAYERED_SAFE,630724.0,78,9,0.0024,209,27,9,3039,20.396,,0,0,327,0,0,0,
Instances/Instances 2/kroB150_06.gt,149,20.0,86400.0,PTVRP_LAYERED_SAFE,512348.0,67,8,0.0024,171,24,8,2783,18.6779,,0,0,333,0,0,0,
Instances/Instances 2/kroB150_07.gt,149,20.0,86400.0,PTVRP_LAYERED_SAFE,562626.0,76,8,0.0022,192,25,8,2929,19.6577,,0,0,327,0,0,0,
Instances/Instances 2/kroB150_08.gt,149,20.0,86400.0,PTVRP_LAYERED_SAFE,557331.0,74,8,0.0022,186,25,8,2879,19.3221,,0,0,309,0,0,0,
Instances/Instances 2/kroB150_09.gt,149,20.0,86400.0,PTVRP_LAYERED_SAFE,581315.0,70,7,0.0024,197,25,10,2979,19.9933,,0,0,343,0,0,0,
Instances/Instances 2/kroB150_10.gt,149,20.0,86400.0,PTVRP_LAYERED_SAFE,573945.0,75,7,0.0023,192,25,7,2937,19.7114,,0,0,313,0,0,0,
Instances/Instances 2/kroB200_01.gt,199,20.0,86400.0,PTVRP_LAYERED_SAFE,720543.0,96,7,0.0022,253,31,7,4354,21.8794,,0,0,531,0,0,0,
Instances/Instances 2/kroB200_02.gt,199,20.0,86400.0,PTVRP_LAYERED_SAFE,674226.0,100,6,0.0027,249,29,8,4359,21.9045,,0,0,522,0,0,0,
Instances/Instances 2/kroB200_03.gt,199,20.0,86400.0,PTVRP_LAYERED_SAFE,765927.0,105,8,0.0024,276,31,9,4506,22.6432,,0,0,521,0,0,0,
Instances/Instances 2/kroB200_04.gt,199,20.0,86400.0,PTVRP_LAYERED_SAFE,697662.0,96,8,0.0022,256,30,8,4365,21.9347,,0,0,525,0,0,0,
Instances/Instances 2/kroB200_05.gt,199,20.0,86400.0,PTVRP_LAYERED_SAFE,716445.0,98,10,0.0026,261,30,10,4387,22.0452,,0,0,525,0,0,0,
Instances/Instances 2/kroB200_06.gt,199,20.0,86400.0,PTVRP_LAYERED_SAFE,742880.0,100,7,0.0025,266,30,7,4419,22.206,,0,0,542,0,0,0,
Instances/Instances 2/kroB200_07.gt,199,20.0,86400.0,PTVRP_LAYERED_SAFE,728023.0,95,10,0.0023,257,30,10,4372,21.9698,,0,0,517,0,0,0,
Instances/Instances 2/kroB200_08.gt,199,20.0,86400.0,PTVRP_LAYERED_SAFE,696489.0,99,8,0.0026,254,31,8,4375,21.9849,,0,0,534,0,0,0,
Instances/Instances 2/kroB200_09.gt,199,20.0,86400.0,PTVRP_LAYERED_SAFE,755683.0,95,8,0.0023,273,32,9,4493,22.5779,,0,0,540,0,0,0,
Instances/Instances 2/kroB200_10.gt,199,20.0,86400.0,PTVRP_LAYERED_SAFE,684751.0,90,7,0.002,240,31,8,4232,21.2663,,0,0,510,0,0,0,
Instances/Instances 2/kroC100_01.gt,99,20.0,86400.0,PTVRP_LAYERED_SAFE,383855.0,49,7,0.0019,129,23,8,1769,17.8687,,0,0,174,0,0,0,
Instances/Instances 2/kroC100_02.gt,99,20.0,86400.0,PTVRP_LAYERED_SAFE,371907.0,50,6,0.0021,123,22,6,1739,17.5657,,0,0,181,0,0,0,
Instances/Instances 2/kroC100_03.gt,99,20.0,86400.0,PTVRP_LAYERED_SAFE,363169.0,51,5,0.0022,121,22,8,1742,17.596,,0,0,177,0,0,0,
Instances/Instances 2/kroC100_04.gt,99,20.0,86400.0,PTVRP_LAYERED_SAFE,387636.0,53,6,0.0018,127,23,6,1740,17.5758,,0,0,176,0,0,0,
Instances/Instances 2/kroC100_05.gt,99,20.0,86400.0,PTVRP_LAYERED_SAFE,441690.0,54,7,0.0022,144,23,7,1845,18.6364,,0,0,175,0,0,0,
Instances/Instances 2/kroC100_06.gt,99,20.0,86400.0,PTVRP_LAYERED_SAFE,402652.0,54,8,0.0018,130,23,8,1757,17.7475,,0,0,166,0,0,0,
Instances/Instances 2/kroC100_07.gt,99,20.0,86400.0,PTVRP_LAYERED_SAFE,371087.0,52,6,0.0021,124,21,7,1756,17.7374,,0,0,176,0,0,0,
Instances/Instances 2/kroC100_08.gt,99,20.0,86400.0,PTVRP_LAYERED_SAFE,382468.0,57,6,0.0018,130,25,7,1801,18.1919,,0,0,185,0,0,0,
Instances/Instances 2/kroC100_09.gt,99,20.0,86400.0,PTVRP_LAYERED_SAFE,384692.0,49,6,0.0021,128,23,7,1761,17.7879,,0,0,174,0,0,0,
Instances/Instances 2/kroC100_10.gt,99,20.0,86400.0,PTVRP_LAYERED_SAFE,395625.0,52,7,0.0018,134,24,7,1824,18.4242,,0,0,170,0,0,0,
Instances/Instances 2/kroD100_01.gt,99,20.0,86400.0,PTVRP_LAYERED_SAFE,345875.0,54,7,0.0022,128,26,7,1828,18.4646,,0,0,189,0,0,0,
Instances/Instances 2/kroD100_02.gt,99,20.0,86400.0,PTVRP_LAYERED_SAFE,345002.0,51,5,0.0018,124,24,5,1784,18.0202,,0,0,180,0,0,0,
Instances/Instances 2/kroD100_03.gt,99,20.0,86400.0,PTVRP_LAYERED_SAFE,345425.0,53,5,0.0018,120,23,6,1733,17.5051,,0,0,188,0,0,0,
Instances/Instances 2/kroD100_04.gt,99,20.0,86400.0,PTVRP_LAYERED_SAFE,331306.0,57,6,0.0021,126,25,7,1864,18.8283,,0,0,185,0,0,0,
Instances/Instances 2/kroD100_05.gt,99,20.0,86400.0,PTVRP_LAYERED_SAFE,401310.0,58,7,0.0019,144,26,7,1884,19.0303,,0,0,184,0,0,0,
Instances/Instances 2/kroD100_06.gt,99,20.0,86400.0,PTVRP_LAYERED_SAFE,363794.0,53,7,0.0018,131,27,7,1866,18.8485,,0,0,180,0,0,0,
Instances/Instances 2/kroD100_07.gt,99,20.0,86400.0,PTVRP_LAYERED_SAFE,338564.0,47,6,0.0019,123,25,6,1796,18.1414,,0,0,179,0,0,0,
Instances/Instances 2/kroD100_08.gt,99,20.0,86400.0,PTVRP_LAYERED_SAFE,359121.0,57,7,0.0023,130,27,7,1848,18.6667,,0,0,184,0,0,0,
Instances/Instances 2/kroD100_09.gt,99,20.0,86400.0,PTVRP_LAYERED_SAFE,359655.0,57,7,0.0019,129,26,7,1787,18.0505,,0,0,178,0,0,0,
Instances/Instances 2/kroD100_10.gt,99,20.0,86400.0,PTVRP_LAYERED_SAFE,377767.0,50,7,0.0022,134,26,7,1824,18.4242,,0,0,186,0,0,0,
Instances/Instances 2/kroE100_01.gt,99,20.0,86400.0,PTVRP_LAYERED_SAFE,366106.0,53,8,0.0018,128,26,8,1785,18.0303,,0,0,178,0,0,0,
Instances/Instances 2/kroE100_02.gt,99,20.0,86400.0,PTVRP_LAYERED_SAFE,383437.0,56,6,0.0021,124,23,6,1645,16.6162,,0,0,168,0,0,0,
Instances/Instances 2/kroE100_03.gt,99,20.0,86400.0,PTVRP_LAYERED_SAFE,368814.0,55,5,0.0018,121,24,7,1652,16.6869,,0,0,171,0,0,0,
Instances/Instances 2/kroE100_04.gt,99,20.0,86400.0,PTVRP_LAYERED_SAFE,388418.0,55,5,0.0021,128,23,7,1736,17.5354,,0,0,167,0,0,0,
Instances/Instances 2/kroE100_05.gt,99,20.0,86400.0,PTVRP_LAYERED_SAFE,427958.0,56,8,0.0019,145,26,8,1832,18.5051,,0,0,190,0,0,0,
Instances/Instances 2/kroE100_06.gt,99,20.0,86400.0,PTVRP_LAYERED_SAFE,391953.0,51,7,0.002,132,26,8,1775,17.9293,,0,0,163,0,0,0,
Instances/Instances 2/kroE100_07.gt,99,20.0,86400.0,PTVRP_LAYERED_SAFE,367717.0,50,6,0.0021,125,25,7,1748,17.6566,,0,0,183,0,0,0,
Instances/Instances 2/kroE100_08.gt,99,20.0,86400.0,PTVRP_LAYERED_SAFE,396538.0,54,7,0.002,131,25,7,1762,17.798,,0,0,185,0,0,0,
Instances/Instances 2/kroE100_09.gt,99,20.0,86400.0,PTVRP_LAYERED_SAFE,380502.0,54,5,0.0021,128,25,7,1682,16.9899,,0,0,172,0,0,0,
Instances/Instances 2/kroE100_10.gt,99,20.0,86400.0,PTVRP_LAYERED_SAFE,396164.0,58,7,0.0021,134,24,8,1796,18.1414,,0,0,185,0,0,0,
Instances/Instances 2/kz9976_01.gt,9975,20.0,86400.0,PTVRP_LAYERED_SAFE,NO SOLUTION,,,0.0101,12622,31,10,91881,9.21113,,0,0,4049,0,0,0,
Instances/Instances 2/kz9976_02.gt,9975,20.0,86400.0,PTVRP_LAYERED_SAFE,NO SOLUTION,,,0.0104,12672,33,12,92041,9.22717,,0,0,3971,0,0,0,
Instances/Instances 2/kz9976_03.gt,9975,20.0,86400.0,PTVRP_LAYERED_SAFE,NO SOLUTION,,,0.0097,12795,33,9,91977,9.22075,,0,0,3987,0,0,0,
Instances/Instances 2/kz9976_04.gt,9975,20.0,86400.0,PTVRP_LAYERED_SAFE,NO SOLUTION,,,0.0096,12649,33,10,92026,9.22566,,0,0,4090,0,0,0,
Instances/Instances 2/kz9976_05.gt,9975,20.0,86400.0,PTVRP_LAYERED_SAFE,NO SOLUTION,,,0.0102,12887,33,11,92221,9.24521,,0,0,3963,0,0,0,
Instances/Instances 2/kz9976_06.gt,9975,20.0,86400.0,PTVRP_LAYERED_SAFE,NO SOLUTION,,,0.0092,12646,31,11,91850,9.20802,,0,0,4010,0,0,0,
Instances/Instances 2/kz9976_07.gt,9975,20.0,86400.0,PTVRP_LAYERED_SAFE,NO SOLUTION,,,0.0097,12663,33,10,91907,9.21373,,0,0,4061,0,0,0,
Instances/Instances 2/kz9976_08.gt,9975,20.0,86400.0,PTVRP_LAYERED_SAFE,NO SOLUTION,,,0.0105,12694,33,11,91994,9.22246,,0,0,3965,0,0,0,
Instances/Instances 2/kz9976_09.gt,9975,20.0,86400.0,PTVRP_LAYERED_SAFE,NO SOLUTION,,,0.0097,12800,32,10,92160,9.2391,,0,0,4050,0,0,0,
Instances/Instances 2/kz9976_10.gt,9975,20.0,86400.0,PTVRP_LAYERED_SAFE,NO SOLUTION,,,0.0094,12623,32,12,91983,9.22135,,0,0,4029,0,0,0,
Instances/Instances 2/lin105_01.gt,104,20.0,86400.0,PTVRP_LAYERED_SAFE,256859.0,53,7,0.0018,136,34,7,2488,23.9231,,0,0,210,0,0,0,
Instances/Instances 2/lin105_02.gt,104,20.0,86400.0,PTVRP_LAYERED_SAFE,270194.0,48,7,0.0021,137,33,7,2425,23.3173,,0,0,191,0,0,0,
Instances/Instances 2/lin105_03.gt,104,20.0,86400.0,PTVRP_LAYERED_SAFE,243273.0,58,7,0.0018,125,32,8,2349,22.5865,,0,0,186,0,0,0,
Instances/Instances 2/lin105_04.gt,104,20.0,86400.0,PTVRP_LAYERED_SAFE,259216.0,59,6,0.002,129,31,10,2442,23.4808,,0,0,188,0,0,0,
Instances/Instances 2/lin105_05.gt,104,20.0,86400.0,PTVRP_LAYERED_SAFE,228942.0,54,6,0.0018,122,32,6,2379,22.875,,0,0,216,0,0,0,
Instances/Instances 2/lin105_06.gt,104,20.0,86400.0,PTVRP_LAYERED_SAFE,248028.0,52,7,0.002,125,29,7,2398,23.0577,,0,0,198,0,0,0,
Instances/Instances 2/lin105_07.gt,104,20.0,86400.0,PTVRP_LAYERED_SAFE,276882.0,61,7,0.0018,136,33,8,2491,23.9519,,0,0,196,0,0,0,
Instances/Instances 2/lin105_08.gt,104,20.0,86400.0,PTVRP_LAYERED_SAFE,239648.0,53,7,0.0019,126,31,7,2389,22.9712,,0,0,184,0,0,0,
Instances/Instances 2/lin105_09.gt,104,20.0,86400.0,PTVRP_LAYERED_SAFE,265155.0,54,8,0.0019,138,33,8,2511,24.1442,,0,0,209,0,0,0,
Instances/Instances 2/lin105_10.gt,104,20.0,86400.0,PTVRP_LAYERED_SAFE,264002.0,58,10,0.002,134,30,10,2476,23.8077,,0,0,204,0,0,0,
Instances/Instances 2/lin318_01.gt,317,20.0,86400.0,PTVRP_LAYERED_SAFE,1203102.0,146,9,0.0023,408,34,10,7315,23.0757,,0,0,953,0,0,0,
Instances/Instances 2/lin318_02.gt,317,20.0,86400.0,PTVRP_LAYERED_SAFE,1140467.0,145,7,0.0029,374,34,10,7026,22.164,,0,0,917,0,0,0,
Instances/Instances 2/lin318_03.gt,317,20.0,86400.0,PTVRP_LAYERED_SAFE,1225544.0,136,8,0.0027,405,35,11,7281,22.9685,,0,0,905,0,0,0,
Instances/Instances 2/lin318_04.gt,317,20.0,86400.0,PTVRP_LAYERED_SAFE,1160301.0,155,8,0.0025,383,33,8,7079,22.3312,,0,0,927,0,0,0,
Instances/Instances 2/lin318_05.gt,317,20.0,86400.0,PTVRP_LAYERED_SAFE,1204055.0,149,8,0.0025,400,32,11,7202,22.7192,,0,0,911,0,0,0,
Instances/Instances 2/lin318_06.gt,317,20.0,86400.0,PTVRP_LAYERED_SAFE,1220766.0,143,9,0.0025,396,33,10,7185,22.6656,,0,0,936,0,0,0,
Instances/Instances 2/lin318_07.gt,317,20.0,86400.0,PTVRP_LAYERED_SAFE,1162224.0,148,6,0.0026,379,32,8,6997,22.0726,,0,0,905,0,0,0,
Instances/Instances 2/lin318_08.gt,317,20.0,86400.0,PTVRP_LAYERED_SAFE,1300076.0,151,10,0.0025,435,34,11,7513,23.7003,,0,0,974,0,0,0,
Instances/Instances 2/lin318_09.gt,317,20.0,86400.0,PTVRP_LAYERED_SAFE,1199595.0,143,7,0.0024,397,33,9,7177,22.6404,,0,0,942,0,0,0,
Instances/Instances 2/lin318_10.gt,317,20.0,86400.0,PTVRP_LAYERED_SAFE,1249664.0,153,9,0.0025,419,34,10,7428,23.4322,,0,0,932,0,0,0,
Instances/Instances 2/linhp318_01.gt,317,20.0,86400.0,PTVRP_LAYERED_SAFE,1256145.0,151,9,0.0024,417,35,9,7428,23.4322,,0,0,956,0,0,0,
Instances/Instances 2/linhp318_02.gt,317,20.0,86400.0,PTVRP_LAYERED_SAFE,1241823.0,142,9,0.0023,414,32,9,7359,23.2145,,0,0,941,0,0,0,
Instances/Instances 2/linhp318_03.gt,317,20.0,86400.0,PTVRP_LAYERED_SAFE,1280941.0,155,8,0.0024,424,33,8,7426,23.4259,,0,0,961,0,0,0,
Instances/Instances 2/linhp318_04.gt,317,20.0,86400.0,PTVRP_LAYERED_SAFE,1216901.0,145,9,0.0023,397,34,11,7202,22.7192,,0,0,958,0,0,0,
Instances/Instances 2/linhp318_05.gt,317,20.0,86400.0,PTVRP_LAYERED_SAFE,1144043.0,144,8,0.0025,371,32,13,7003,22.0915,,0,0,946,0,0,0,
Instances/Instances 2/linhp318_06.gt,317,20.0,86400.0,PTVRP_LAYERED_SAFE,1265582.0,149,10,0.0024,413,34,10,7297,23.0189,,0,0,968,0,0,0,
Instances/Instances 2/linhp318_07.gt,317,20.0,86400.0,PTVRP_LAYERED_SAFE,1218659.0,150,9,0.0034,409,32,9,7303,23.0379,,0,0,955,0,0,0,
Instances/Instances 2/linhp318_08.gt,317,20.0,86400.0,PTVRP_LAYERED_SAFE,1224658.0,136,8,0.0024,407,34,9,7278,22.959,,0,0,959,0,0,0,
Instances/Instances 2/linhp318_09.gt,317,20.0,86400.0,PTVRP_LAYERED_SAFE,1176953.0,153,8,0.0033,393,32,9,7206,22.7319,,0,0,959,0,0,0,
Instances/Instances 2/linhp318_10.gt,317,20.0,86400.0,PTVRP_LAYERED_SAFE,1304745.0,144,9,0.0024,424,34,12,7400,23.3438,,0,0,989,0,0,0,
Instances/Instances 2/lu980_01.gt,979,20.0,86400.0,PTVRP_LAYERED_SAFE,634375.0,390,13,0.0062,1290,107,13,82851,84.6282,,0,0,6465,0,0,0,
Instances/Instances 2/lu980_02.gt,979,20.0,86400.0,PTVRP_LAYERED_SAFE,597749.0,366,15,0.0062,1211,101,15,80296,82.0184,,0,0,6388,0,0,0,
Instances/Instances 2/lu980_03.gt,979,20.0,86400.0,PTVRP_LAYERED_SAFE,625997.0,370,13,0.0062,1259,101,13,81601,83.3514,,0,0,6455,0,0,0,
Instances/Instances 2/lu980_04.gt,979,20.0,86400.0,PTVRP_LAYERED_SAFE,621015.0,364,13,0.0061,1257,101,16,81623,83.3739,,0,0,6411,0,0,0,
Instances/Instances 2/lu980_05.gt,979,20.0,86400.0,PTVRP_LAYERED_SAFE,629769.0,374,12,0.006,1270,101,15,82225,83.9888,,0,0,6494,0,0,0,
Instances/Instances 2/lu980_06.gt,979,20.0,86400.0,PTVRP_LAYERED_SAFE,615319.0,374,15,0.006,1237,103,15,81086,82.8253,,0,0,6359,0,0,0,
Instances/Instances 2/lu980_07.gt,979,20.0,86400.0,PTVRP_LAYERED_SAFE,615606.0,363,10,0.0061,1227,101,15,80534,82.2615,,0,0,6392,0,0,0,
Instances/Instances 2/lu980_08.gt,979,20.0,86400.0,PTVRP_LAYERED_SAFE,611653.0,358,13,0.007,1217,99,14,80278,82.0,,0,0,6356,0,0,0,
Instances/Instances 2/lu980_09.gt,979,20.0,86400.0,PTVRP_LAYERED_SAFE,622039.0,362,13,0.0065,1268,109,15,82444,84.2125,,0,0,6403,0,0,0,
Instances/Instances 2/lu980_10.gt,979,20.0,86400.0,PTVRP_LAYERED_SAFE,602928.0,390,11,0.0069,1227,104,12,80760,82.4923,,0,0,6340,0,0,0,
Instances/Instances 2/mo14185_01.gt,14184,20.0,86400.0,PTVRP_LAYERED_SAFE,95461861.0,3985,16,0.0452,18155,57,19,404494,28.5176,,0,0,115515,0,0,0,
Instances/Instances 2/mo14185_02.gt,14184,20.0,86400.0,PTVRP_LAYERED_SAFE,94886942.0,3918,18,0.0381,18142,58,19,405254,28.5712,,0,0,115881,0,0,0,
Instances/Instances 2/mo14185_03.gt,14184,20.0,86400.0,PTVRP_LAYERED_SAFE,94282186.0,3932,16,0.0392,18028,59,19,404677,28.5305,,0,0,116568,0,0,0,
Instances/Instances 2/mo14185_04.gt,14184,20.0,86400.0,PTVRP_LAYERED_SAFE,95143267.0,3982,18,0.0384,18162,60,20,405214,28.5684,,1,0,115784,0,0,0,
Instances/Instances 2/mo14185_05.gt,14184,20.0,86400.0,PTVRP_LAYERED_SAFE,95356468.0,3925,16,0.038,18225,60,19,405599,28.5955,,0,0,116052,0,0,0,
Instances/Instances 2/mo14185_06.gt,14184,20.0,86400.0,PTVRP_LAYERED_SAFE,94652703.0,3965,16,0.0385,18056,62,20,404779,28.5377,,0,0,116146,0,0,0,
Instances/Instances 2/mo14185_07.gt,14184,20.0,86400.0,PTVRP_LAYERED_SAFE,95212243.0,3968,16,0.0375,18175,59,17,404852,28.5429,,0,0,115594,0,0,0,
Instances/Instances 2/mo14185_08.gt,14184,20.0,86400.0,PTVRP_LAYERED_SAFE,95089409.0,3952,16,0.0394,18122,60,19,404911,28.547,,0,0,116087,0,0,0,
Instances/Instances 2/mo14185_09.gt,14184,20.0,86400.0,PTVRP_LAYERED_SAFE,94795522.0,3935,17,0.0376,18090,58,18,404614,28.5261,,0,0,115998,0,0,0,
Instances/Instances 2/mo14185_10.gt,14184,20.0,86400.0,PTVRP_LAYERED_SAFE,95543168.0,3872,15,0.0376,18277,63,18,405759,28.6068,,0,0,115468,0,0,0,
Instances/Instances 2/mu1979_01.gt,1978,20.0,86400.0,PTVRP_LAYERED_SAFE,10552448.0,657,15,0.0078,2484,67,16,70994,35.8918,,0,0,14625,0,0,0,
Instances/Instances 2/mu1979_02.gt,1978,20.0,86400.0,PTVRP_LAYERED_SAFE,10601470.0,639,14,0.0074,2547,71,16,72089,36.4454,,0,0,14742,0,0,0,
Instances/Instances 2/mu1979_03.gt,1978,20.0,86400.0,PTVRP_LAYERED_SAFE,10855526.0,677,15,0.0077,2565,71,18,71924,36.362,,0,0,14460,0,0,0,
Instances/Instances 2/mu1979_04.gt,1978,20.0,86400.0,PTVRP_LAYERED_SAFE,10284597.0,666,16,0.0077,2499,75,18,71509,36.1522,,0,0,14464,0,0,0,
Instances/Instances 2/mu1979_05.gt,1978,20.0,86400.0,PTVRP_LAYERED_SAFE,10377139.0,667,17,0.0075,2508,72,21,71556,36.1759,,0,0,14671,0,0,0,
Instances/Instances 2/mu1979_06.gt,1978,20.0,86400.0,PTVRP_LAYERED_SAFE,10282292.0,667,14,0.0075,2517,68,17,71551,36.1734,,0,0,14457,0,0,0,
Instances/Instances 2/mu1979_07.gt,1978,20.0,86400.0,PTVRP_LAYERED_SAFE,10525543.0,680,15,0.0077,2488,69,17,71252,36.0222,,0,0,14560,0,0,0,
Instances/Instances 2/mu1979_08.gt,1978,20.0,86400.0,PTVRP_LAYERED_SAFE,10349452.0,665,16,0.0074,2527,77,19,71805,36.3018,,0,0,14606,0,0,0,
Instances/Instances 2/mu1979_09.gt,1978,20.0,86400.0,PTVRP_LAYERED_SAFE,10707959.0,672,15,0.0075,2570,72,18,71855,36.3271,,0,0,14284,0,0,0,
Instances/Instances 2/mu1979_10.gt,1978,20.0,86400.0,PTVRP_LAYERED_SAFE,10473496.0,665,17,0.0073,2551,70,17,72121,36.4616,,0,0,14533,0,0,0,
Instances/Instances 2/nrw1379_01.gt,1378,20.0,86400.0,PTVRP_LAYERED_SAFE,2900697.0,562,11,0.0062,1743,52,11,56470,40.9797,,0,0,7390,0,0,0,
Instances/Instances 2/nrw1379_02.gt,1378,20.0,86400.0,PTVRP_LAYERED_SAFE,2864393.0,575,11,0.0063,1745,54,11,56606,41.0784,,0,0,7362,0,0,0,
Instances/Instances 2/nrw1379_03.gt,1378,20.0,86400.0,PTVRP_LAYERED_SAFE,2991694.0,567,9,0.006,1787,54,14,56801,41.2199,,0,0,7398,0,0,0,
Instances/Instances 2/nrw1379_04.gt,1378,20.0,86400.0,PTVRP_LAYERED_SAFE,2967649.0,532,10,0.0064,1772,54,13,56756,41.1872,,0,0,7338,0,0,0,
Instances/Instances 2/nrw1379_05.gt,1378,20.0,86400.0,PTVRP_LAYERED_SAFE,2923442.0,549,9,0.0059,1741,53,12,56341,40.8861,,0,0,7186,0,0,0,
Instances/Instances 2/nrw1379_06.gt,1378,20.0,86400.0,PTVRP_LAYERED_SAFE,2859195.0,554,10,0.0062,1743,51,11,56639,41.1023,,0,0,7375,0,0,0,
Instances/Instances 2/nrw1379_07.gt,1378,20.0,86400.0,PTVRP_LAYERED_SAFE,2941464.0,562,11,0.006,1757,55,12,56506,41.0058,,0,0,7367,0,0,0,
Instances/Instances 2/nrw1379_08.gt,1378,20.0,86400.0,PTVRP_LAYERED_SAFE,2908918.0,548,10,0.0062,1766,56,13,56899,41.291,,0,0,7285,0,0,0,
