instance,n,Q,horizon,solver,cost,templates,max_m,seconds,K_full_tour,K_allocated,max_layer_used,layer_iterations,eff_K,revived_arcs,revived_starts,revived_improving,infeasible_skips,unsafe_pops,blocked_pops,unsorted_queries,arcs_scanned,arcs_unsound_stop,gap_vs_first
Instances/Instances 1/d657_02.gt,656,200.0,86400.0,LINEAR,209754.0,92,,0.0025,,,,,,,,,,,,,,,
Instances/Instances 1/d657_03.gt,656,500.0,86400.0,LINEAR,109006.0,36,,0.0033,,,,,,,,,,,,,,,
Instances/Instances 1/d657_04.gt,656,1000.0,86400.0,LINEAR,78389.0,19,,0.0024,,,,,,,,,,,,,,,
Instances/Instances 1/d657_05.gt,656,2000.0,86400.0,LINEAR,62326.0,10,,0.0027,,,,,,,,,,,,,,,
Instances/Instances 1/d657_06.gt,656,5000.0,86400.0,LINEAR,53349.0,4,,0.0027,,,,,,,,,,,,,,,
Instances/Instances 1/d657_07.gt,656,10000.0,86400.0,LINEAR,52507.0,2,,0.0027,,,,,,,,,,,,,,,
Instances/Instances 1/d657_08.gt,656,20000.0,86400.0,LINEAR,52008.0,1,,0.0025,,,,,,,,,,,,,,,
Instances/Instances 1/d657_09.gt,656,50000.0,86400.0,LINEAR,52008.0,1,,0.0026,,,,,,,,,,,,,,,
Instances/Instances 1/d657_10.gt,656,100000.0,86400.0,LINEAR,52008.0,1,,0.0026,,,,,,,,,,,,,,,
Instances/Instances 1/dj38_01.gt,37,100.0,86400.0,LINEAR,17653.0,14,,0.0021,,,,,,,,,,,,,,,
Instances/Instances 1/dj38_02.gt,37,200.0,86400.0,LINEAR,11667.0,6,,0.0022,,,,,,,,,,,,,,,
Instances/Instances 1/dj38_03.gt,37,500.0,86400.0,LINEAR,8402.0,3,,0.0021,,,,,,,,,,,,,,,
Instances/Instances 1/dj38_04.gt,37,1000.0,86400.0,LINEAR,8048.0,1,,0.0022,,,,,,,,,,,,,,,
Instances/Instances 1/dj38_05.gt,37,2000.0,86400.0,LINEAR,8048.0,1,,0.0022,,,,,,,,,,,,,,,
Instances/Instances 1/dj38_06.gt,37,5000.0,86400.0,LINEAR,8048.0,1,,0.0021,,,,,,,,,,,,,,,
Instances/Instances 1/dj38_07.gt,37,10000.0,86400.0,LINEAR,8048.0,1,,0.0022,,,,,,,,,,,,,,,
Instances/Instances 1/dj38_08.gt,37,20000.0,86400.0,LINEAR,8048.0,1,,0.0023,,,,,,,,,,,,,,,
Instances/Instances 1/dj38_09.gt,37,50000.0,86400.0,LINEAR,8048.0,1,,0.0022,,,,,,,,,,,,,,,
Instances/Instances 1/dj38_10.gt,37,100000.0,86400.0,LINEAR,8048.0,1,,0.0021,,,,,,,,,,,,,,,
Instances/Instances 1/eg7146_01.gt,7145,100.0,86400.0,LINEAR,6612188.0,2153,,0.0061,,,,,,,,,,,,,,,
